Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Enrollment Status","Full Time"
"Institution Name","12 of 1070"
"SEH Fields","Science, Engineering"
"First-Time Students","First Time Students"

,,,,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"[Year]","[Institution Name]","[SEH Fields]","[Broad Fields]","[First-Time Students]","[Enrollment Status]","[Sex]",
"2007","Harvard University","Science","Social sciences","First Time Students","Full Time","Total for selected values","679",
"2007","Harvard University","Science","Social sciences","First Time Students","Full Time","Female","306",
"2007","Harvard University","Science","Social sciences","First Time Students","Full Time","Male","373",
"2007","Harvard University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","41",
"2007","Harvard University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","41",
"2007","Harvard University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","41",
"2007","Harvard University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","41",
"2007","Harvard University","Engineering","Engineering","First Time Students","Full Time","Female","14",
"2007","Harvard University","Engineering","Engineering","First Time Students","Full Time","Male","27",
"2007","Massachusetts Institute of Technology","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","1,642",
"2007","Massachusetts Institute of Technology","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","954",
"2007","Massachusetts Institute of Technology","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","36",
"2007","Massachusetts Institute of Technology","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","36",
"2007","Massachusetts Institute of Technology","Science","Biological sciences","First Time Students","Full Time","Total for selected values","36",
"2007","Massachusetts Institute of Technology","Science","Biological sciences","First Time Students","Full Time","Female","19",
"2007","Massachusetts Institute of Technology","Science","Biological sciences","First Time Students","Full Time","Male","17",
"2007","Massachusetts Institute of Technology","Science","Communication","Total for selected values","Total for selected values","Total for selected values","35",
"2007","Massachusetts Institute of Technology","Science","Communication","First Time Students","Total for selected values","Total for selected values","35",
"2007","Massachusetts Institute of Technology","Science","Communication","First Time Students","Full Time","Total for selected values","35",
"2007","Massachusetts Institute of Technology","Science","Communication","First Time Students","Full Time","Female","14",
"2007","Massachusetts Institute of Technology","Science","Communication","First Time Students","Full Time","Male","21",
"2007","Massachusetts Institute of Technology","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","593",
"2007","Massachusetts Institute of Technology","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","593",
"2007","Massachusetts Institute of Technology","Science","Computer sciences","First Time Students","Full Time","Total for selected values","593",
"2007","Massachusetts Institute of Technology","Science","Computer sciences","First Time Students","Full Time","Female","155",
"2007","Massachusetts Institute of Technology","Science","Computer sciences","First Time Students","Full Time","Male","438",
"2007","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","42",
"2007","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","42",
"2007","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","42",
"2007","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","20",
"2007","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","22",
"2007","Massachusetts Institute of Technology","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","18",
"2007","Massachusetts Institute of Technology","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","18",
"2007","Massachusetts Institute of Technology","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","18",
"2007","Massachusetts Institute of Technology","Science","Mathematics and statistics","First Time Students","Full Time","Female","3",
"2007","Massachusetts Institute of Technology","Science","Mathematics and statistics","First Time Students","Full Time","Male","15",
"2007","Massachusetts Institute of Technology","Science","Multidisciplinary and interdisciplinary studies","Total for selected values","Total for selected values","Total for selected values","12",
"2007","Massachusetts Institute of Technology","Science","Multidisciplinary and interdisciplinary studies","First Time Students","Total for selected values","Total for selected values","12",
"2007","Massachusetts Institute of Technology","Science","Multidisciplinary and interdisciplinary studies","First Time Students","Full Time","Total for selected values","12",
"2007","Massachusetts Institute of Technology","Science","Multidisciplinary and interdisciplinary studies","First Time Students","Full Time","Female","8",
"2007","Massachusetts Institute of Technology","Science","Multidisciplinary and interdisciplinary studies","First Time Students","Full Time","Male","4",
"2007","Massachusetts Institute of Technology","Science","Neurobiology and neuroscience","Total for selected values","Total for selected values","Total for selected values","12",
"2007","Massachusetts Institute of Technology","Science","Neurobiology and neuroscience","First Time Students","Total for selected values","Total for selected values","12",
"2007","Massachusetts Institute of Technology","Science","Neurobiology and neuroscience","First Time Students","Full Time","Total for selected values","12",
"2007","Massachusetts Institute of Technology","Science","Neurobiology and neuroscience","First Time Students","Full Time","Female","2",
"2007","Massachusetts Institute of Technology","Science","Neurobiology and neuroscience","First Time Students","Full Time","Male","10",
"2007","Massachusetts Institute of Technology","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","78",
"2007","Massachusetts Institute of Technology","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","78",
"2007","Massachusetts Institute of Technology","Science","Physical sciences","First Time Students","Full Time","Total for selected values","78",
"2007","Massachusetts Institute of Technology","Science","Physical sciences","First Time Students","Full Time","Female","21",
"2007","Massachusetts Institute of Technology","Science","Physical sciences","First Time Students","Full Time","Male","57",
"2007","Massachusetts Institute of Technology","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","128",
"2007","Massachusetts Institute of Technology","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","128",
"2007","Massachusetts Institute of Technology","Science","Social sciences","First Time Students","Full Time","Total for selected values","128",
"2007","Massachusetts Institute of Technology","Science","Social sciences","First Time Students","Full Time","Female","54",
"2007","Massachusetts Institute of Technology","Science","Social sciences","First Time Students","Full Time","Male","74",
"2007","Massachusetts Institute of Technology","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","688",
"2007","Massachusetts Institute of Technology","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","688",
"2007","Massachusetts Institute of Technology","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","688",
"2007","Massachusetts Institute of Technology","Engineering","Engineering","First Time Students","Full Time","Total for selected values","688",
"2007","Massachusetts Institute of Technology","Engineering","Engineering","First Time Students","Full Time","Female","200",
"2007","Massachusetts Institute of Technology","Engineering","Engineering","First Time Students","Full Time","Male","488",
"2007","Princeton University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","437",
"2007","Princeton University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","297",
"2007","Princeton University","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","32",
"2007","Princeton University","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","32",
"2007","Princeton University","Science","Biological sciences","First Time Students","Full Time","Total for selected values","32",
"2007","Princeton University","Science","Biological sciences","First Time Students","Full Time","Female","17",
"2007","Princeton University","Science","Biological sciences","First Time Students","Full Time","Male","15",
"2007","Princeton University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","24",
"2007","Princeton University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","24",
"2007","Princeton University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","24",
"2007","Princeton University","Science","Computer sciences","First Time Students","Full Time","Female","2",
"2007","Princeton University","Science","Computer sciences","First Time Students","Full Time","Male","22",
"2007","Princeton University","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","12",
"2007","Princeton University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","12",
"2007","Princeton University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","12",
"2007","Princeton University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","8",
"2007","Princeton University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","4",
"2007","Princeton University","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","21",
"2007","Princeton University","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","21",
"2007","Princeton University","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","21",
"2007","Princeton University","Science","Mathematics and statistics","First Time Students","Full Time","Female","2",
"2007","Princeton University","Science","Mathematics and statistics","First Time Students","Full Time","Male","19",
"2007","Princeton University","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","51",
"2007","Princeton University","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","51",
"2007","Princeton University","Science","Physical sciences","First Time Students","Full Time","Total for selected values","51",
"2007","Princeton University","Science","Physical sciences","First Time Students","Full Time","Female","12",
"2007","Princeton University","Science","Physical sciences","First Time Students","Full Time","Male","39",
"2007","Princeton University","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","7",
"2007","Princeton University","Science","Psychology","First Time Students","Total for selected values","Total for selected values","7",
"2007","Princeton University","Science","Psychology","First Time Students","Full Time","Total for selected values","7",
"2007","Princeton University","Science","Psychology","First Time Students","Full Time","Female","4",
"2007","Princeton University","Science","Psychology","First Time Students","Full Time","Male","3",
"2007","Princeton University","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","150",
"2007","Princeton University","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","150",
"2007","Princeton University","Science","Social sciences","First Time Students","Full Time","Total for selected values","150",
"2007","Princeton University","Science","Social sciences","First Time Students","Full Time","Female","76",
"2007","Princeton University","Science","Social sciences","First Time Students","Full Time","Male","74",
"2007","Princeton University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","140",
"2007","Princeton University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","140",
"2007","Princeton University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","140",
"2007","Princeton University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","140",
"2007","Princeton University","Engineering","Engineering","First Time Students","Full Time","Female","50",
"2007","Princeton University","Engineering","Engineering","First Time Students","Full Time","Male","90",
"2007","Stanford University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","1,269",
"2007","Stanford University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","534",
"2007","Stanford University","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","105",
"2007","Stanford University","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","105",
"2007","Stanford University","Science","Biological sciences","First Time Students","Full Time","Total for selected values","105",
"2007","Stanford University","Science","Biological sciences","First Time Students","Full Time","Female","53",
"2007","Stanford University","Science","Biological sciences","First Time Students","Full Time","Male","52",
"2007","Stanford University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","99",
"2007","Stanford University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","99",
"2007","Stanford University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","99",
"2007","Stanford University","Science","Computer sciences","First Time Students","Full Time","Female","13",
"2007","Stanford University","Science","Computer sciences","First Time Students","Full Time","Male","86",
"2007","Stanford University","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","31",
"2007","Stanford University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","31",
"2007","Stanford University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","31",
"2007","Stanford University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","13",
"2007","Stanford University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","18",
"2007","Stanford University","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","79",
"2007","Stanford University","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","79",
"2007","Stanford University","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","79",
"2007","Stanford University","Science","Mathematics and statistics","First Time Students","Full Time","Female","16",
"2007","Stanford University","Science","Mathematics and statistics","First Time Students","Full Time","Male","63",
"2007","Stanford University","Science","Neurobiology and neuroscience","Total for selected values","Total for selected values","Total for selected values","13",
"2007","Stanford University","Science","Neurobiology and neuroscience","First Time Students","Total for selected values","Total for selected values","13",
"2007","Stanford University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Total for selected values","13",
"2007","Stanford University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Female","7",
"2007","Stanford University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Male","6",
"2007","Stanford University","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","77",
"2007","Stanford University","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","77",
"2007","Stanford University","Science","Physical sciences","First Time Students","Full Time","Total for selected values","77",
"2007","Stanford University","Science","Physical sciences","First Time Students","Full Time","Female","20",
"2007","Stanford University","Science","Physical sciences","First Time Students","Full Time","Male","57",
"2007","Stanford University","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","12",
"2007","Stanford University","Science","Psychology","First Time Students","Total for selected values","Total for selected values","12",
"2007","Stanford University","Science","Psychology","First Time Students","Full Time","Total for selected values","12",
"2007","Stanford University","Science","Psychology","First Time Students","Full Time","Female","9",
"2007","Stanford University","Science","Psychology","First Time Students","Full Time","Male","3",
"2007","Stanford University","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","118",
"2007","Stanford University","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","118",
"2007","Stanford University","Science","Social sciences","First Time Students","Full Time","Total for selected values","118",
"2007","Stanford University","Science","Social sciences","First Time Students","Full Time","Female","55",
"2007","Stanford University","Science","Social sciences","First Time Students","Full Time","Male","63",
"2007","Stanford University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","735",
"2007","Stanford University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","735",
"2007","Stanford University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","735",
"2007","Stanford University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","735",
"2007","Stanford University","Engineering","Engineering","First Time Students","Full Time","Female","175",
"2007","Stanford University","Engineering","Engineering","First Time Students","Full Time","Male","560",
"2007","University of Pennsylvania","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","443",
"2007","University of Pennsylvania","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","346",
"2007","University of Pennsylvania","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","103",
"2007","University of Pennsylvania","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","103",
"2007","University of Pennsylvania","Science","Biological sciences","First Time Students","Full Time","Total for selected values","103",
"2007","University of Pennsylvania","Science","Biological sciences","First Time Students","Full Time","Female","55",
"2007","University of Pennsylvania","Science","Biological sciences","First Time Students","Full Time","Male","48",
"2007","University of Pennsylvania","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","81",
"2007","University of Pennsylvania","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","81",
"2007","University of Pennsylvania","Science","Computer sciences","First Time Students","Full Time","Total for selected values","81",
"2007","University of Pennsylvania","Science","Computer sciences","First Time Students","Full Time","Female","18",
"2007","University of Pennsylvania","Science","Computer sciences","First Time Students","Full Time","Male","63",
"2007","University of Pennsylvania","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","2",
"2007","University of Pennsylvania","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","2",
"2007","University of Pennsylvania","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","2",
"2007","University of Pennsylvania","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","1",
"2007","University of Pennsylvania","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","1",
"2007","University of Pennsylvania","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","13",
"2007","University of Pennsylvania","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","13",
"2007","University of Pennsylvania","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","13",
"2007","University of Pennsylvania","Science","Mathematics and statistics","First Time Students","Full Time","Female","1",
"2007","University of Pennsylvania","Science","Mathematics and statistics","First Time Students","Full Time","Male","12",
"2007","University of Pennsylvania","Science","Neurobiology and neuroscience","Total for selected values","Total for selected values","Total for selected values","18",
"2007","University of Pennsylvania","Science","Neurobiology and neuroscience","First Time Students","Total for selected values","Total for selected values","18",
"2007","University of Pennsylvania","Science","Neurobiology and neuroscience","First Time Students","Full Time","Total for selected values","18",
"2007","University of Pennsylvania","Science","Neurobiology and neuroscience","First Time Students","Full Time","Female","14",
"2007","University of Pennsylvania","Science","Neurobiology and neuroscience","First Time Students","Full Time","Male","4",
"2007","University of Pennsylvania","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","59",
"2007","University of Pennsylvania","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","59",
"2007","University of Pennsylvania","Science","Physical sciences","First Time Students","Full Time","Total for selected values","59",
"2007","University of Pennsylvania","Science","Physical sciences","First Time Students","Full Time","Female","19",
"2007","University of Pennsylvania","Science","Physical sciences","First Time Students","Full Time","Male","40",
"2007","University of Pennsylvania","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","10",
"2007","University of Pennsylvania","Science","Psychology","First Time Students","Total for selected values","Total for selected values","10",
"2007","University of Pennsylvania","Science","Psychology","First Time Students","Full Time","Total for selected values","10",
"2007","University of Pennsylvania","Science","Psychology","First Time Students","Full Time","Female","6",
"2007","University of Pennsylvania","Science","Psychology","First Time Students","Full Time","Male","4",
"2007","University of Pennsylvania","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","60",
"2007","University of Pennsylvania","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","60",
"2007","University of Pennsylvania","Science","Social sciences","First Time Students","Full Time","Total for selected values","60",
"2007","University of Pennsylvania","Science","Social sciences","First Time Students","Full Time","Female","26",
"2007","University of Pennsylvania","Science","Social sciences","First Time Students","Full Time","Male","34",
"2007","University of Pennsylvania","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","97",
"2007","University of Pennsylvania","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","97",
"2007","University of Pennsylvania","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","97",
"2007","University of Pennsylvania","Engineering","Engineering","First Time Students","Full Time","Total for selected values","97",
"2007","University of Pennsylvania","Engineering","Engineering","First Time Students","Full Time","Female","19",
"2007","University of Pennsylvania","Engineering","Engineering","First Time Students","Full Time","Male","78",
"2007","Yale University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","427",
"2007","Yale University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","392",
"2007","Yale University","Science","Agricultural sciences","Total for selected values","Total for selected values","Total for selected values","15",
"2007","Yale University","Science","Agricultural sciences","First Time Students","Total for selected values","Total for selected values","15",
"2007","Yale University","Science","Agricultural sciences","First Time Students","Full Time","Total for selected values","15",
"2007","Yale University","Science","Agricultural sciences","First Time Students","Full Time","Female","8",
"2007","Yale University","Science","Agricultural sciences","First Time Students","Full Time","Male","7",
"2007","Yale University","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","79",
"2007","Yale University","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","79",
"2007","Yale University","Science","Biological sciences","First Time Students","Full Time","Total for selected values","79",
"2007","Yale University","Science","Biological sciences","First Time Students","Full Time","Female","58",
"2007","Yale University","Science","Biological sciences","First Time Students","Full Time","Male","21",
"2007","Yale University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","10",
"2007","Yale University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","10",
"2007","Yale University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","10",
"2007","Yale University","Science","Computer sciences","First Time Students","Full Time","Female","1",
"2007","Yale University","Science","Computer sciences","First Time Students","Full Time","Male","9",
"2007","Yale University","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","7",
"2007","Yale University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","7",
"2007","Yale University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","7",
"2007","Yale University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","2",
"2007","Yale University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","5",
"2007","Yale University","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","21",
"2007","Yale University","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","21",
"2007","Yale University","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","21",
"2007","Yale University","Science","Mathematics and statistics","First Time Students","Full Time","Female","4",
"2007","Yale University","Science","Mathematics and statistics","First Time Students","Full Time","Male","17",
"2007","Yale University","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","57",
"2007","Yale University","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","57",
"2007","Yale University","Science","Physical sciences","First Time Students","Full Time","Total for selected values","57",
"2007","Yale University","Science","Physical sciences","First Time Students","Full Time","Female","24",
"2007","Yale University","Science","Physical sciences","First Time Students","Full Time","Male","33",
"2007","Yale University","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","8",
"2007","Yale University","Science","Psychology","First Time Students","Total for selected values","Total for selected values","8",
"2007","Yale University","Science","Psychology","First Time Students","Full Time","Total for selected values","8",
"2007","Yale University","Science","Psychology","First Time Students","Full Time","Female","5",
"2007","Yale University","Science","Psychology","First Time Students","Full Time","Male","3",
"2007","Yale University","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","195",
"2007","Yale University","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","195",
"2007","Yale University","Science","Social sciences","First Time Students","Full Time","Total for selected values","195",
"2007","Yale University","Science","Social sciences","First Time Students","Full Time","Female","108",
"2007","Yale University","Science","Social sciences","First Time Students","Full Time","Male","87",
"2007","Yale University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","35",
"2007","Yale University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","35",
"2007","Yale University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","35",
"2007","Yale University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","35",
"2007","Yale University","Engineering","Engineering","First Time Students","Full Time","Female","15",
"2007","Yale University","Engineering","Engineering","First Time Students","Full Time","Male","20",
"2006","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","7,900",
"2006","Brown University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","200",
"2006","Brown University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","170",
"2006","Brown University","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","40",
"2006","Brown University","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","40",
"2006","Brown University","Science","Biological sciences","First Time Students","Full Time","Total for selected values","40",
"2006","Brown University","Science","Biological sciences","First Time Students","Full Time","Female","17",
"2006","Brown University","Science","Biological sciences","First Time Students","Full Time","Male","23",
"2006","Brown University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","12",
"2006","Brown University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","12",
"2006","Brown University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","12",
"2006","Brown University","Science","Computer sciences","First Time Students","Full Time","Female","2",
"2006","Brown University","Science","Computer sciences","First Time Students","Full Time","Male","10",
"2006","Brown University","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","11",
"2006","Brown University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","11",
"2006","Brown University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","11",
"2006","Brown University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","9",
"2006","Brown University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","2",
"2006","Brown University","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","23",
"2006","Brown University","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","23",
"2006","Brown University","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","23",
"2006","Brown University","Science","Mathematics and statistics","First Time Students","Full Time","Female","6",
"2006","Brown University","Science","Mathematics and statistics","First Time Students","Full Time","Male","17",
"2006","Brown University","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","36",
"2006","Brown University","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","36",
"2006","Brown University","Science","Physical sciences","First Time Students","Full Time","Total for selected values","36",
"2006","Brown University","Science","Physical sciences","First Time Students","Full Time","Female","11",
"2006","Brown University","Science","Physical sciences","First Time Students","Full Time","Male","25",
"2006","Brown University","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","4",
"2006","Brown University","Science","Psychology","First Time Students","Total for selected values","Total for selected values","4",
"2006","Brown University","Science","Psychology","First Time Students","Full Time","Total for selected values","4",
"2006","Brown University","Science","Psychology","First Time Students","Full Time","Female","2",
"2006","Brown University","Science","Psychology","First Time Students","Full Time","Male","2",
"2006","Brown University","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","44",
"2006","Brown University","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","44",
"2006","Brown University","Science","Social sciences","First Time Students","Full Time","Total for selected values","44",
"2006","Brown University","Science","Social sciences","First Time Students","Full Time","Female","19",
"2006","Brown University","Science","Social sciences","First Time Students","Full Time","Male","25",
"2006","Brown University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","30",
"2006","Brown University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","30",
"2006","Brown University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","30",
"2006","Brown University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","30",
"2006","Brown University","Engineering","Engineering","First Time Students","Full Time","Female","6",
"2006","Brown University","Engineering","Engineering","First Time Students","Full Time","Male","24",
"2006","Columbia Univ in the City of New York","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","862",
"2006","Columbia Univ in the City of New York","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","677",
"2006","Columbia Univ in the City of New York","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","119",
"2006","Columbia Univ in the City of New York","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","119",
"2006","Columbia Univ in the City of New York","Science","Biological sciences","First Time Students","Full Time","Total for selected values","119",
"2006","Columbia Univ in the City of New York","Science","Biological sciences","First Time Students","Full Time","Female","70",
"2006","Columbia Univ in the City of New York","Science","Biological sciences","First Time Students","Full Time","Male","49",
"2006","Columbia Univ in the City of New York","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","107",
"2006","Columbia Univ in the City of New York","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","107",
"2006","Columbia Univ in the City of New York","Science","Computer sciences","First Time Students","Full Time","Total for selected values","107",
"2006","Columbia Univ in the City of New York","Science","Computer sciences","First Time Students","Full Time","Female","22",
"2006","Columbia Univ in the City of New York","Science","Computer sciences","First Time Students","Full Time","Male","85",
"2006","Columbia Univ in the City of New York","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","40",
"2006","Columbia Univ in the City of New York","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","40",
"2006","Columbia Univ in the City of New York","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","40",
"2006","Columbia Univ in the City of New York","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","24",
