Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Enrollment Status","Full Time"
"Institution Name","12 of 1070"
"SEH Fields","Science, Engineering"
"First-Time Students","First Time Students"

,,,,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"[Year]","[Institution Name]","[SEH Fields]","[Detailed Fields]","[First-Time Students]","[Enrollment Status]","[Sex]",
"2000","Brown University","Science","Chemistry","First Time Students","Full Time","Female","4",
"2000","Brown University","Science","Chemistry","First Time Students","Full Time","Male","12",
"2000","Brown University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","29",
"2000","Brown University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","29",
"2000","Brown University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","29",
"2000","Brown University","Science","Computer sciences","First Time Students","Full Time","Female","5",
"2000","Brown University","Science","Computer sciences","First Time Students","Full Time","Male","24",
"2000","Brown University","Science","Economics (except agricultural)","Total for selected values","Total for selected values","Total for selected values","18",
"2000","Brown University","Science","Economics (except agricultural)","First Time Students","Total for selected values","Total for selected values","18",
"2000","Brown University","Science","Economics (except agricultural)","First Time Students","Full Time","Total for selected values","18",
"2000","Brown University","Science","Economics (except agricultural)","First Time Students","Full Time","Female","5",
"2000","Brown University","Science","Economics (except agricultural)","First Time Students","Full Time","Male","13",
"2000","Brown University","Science","Geosciences","Total for selected values","Total for selected values","Total for selected values","6",
"2000","Brown University","Science","Geosciences","First Time Students","Total for selected values","Total for selected values","6",
"2000","Brown University","Science","Geosciences","First Time Students","Full Time","Total for selected values","6",
"2000","Brown University","Science","Geosciences","First Time Students","Full Time","Female","3",
"2000","Brown University","Science","Geosciences","First Time Students","Full Time","Male","3",
"2000","Brown University","Science","Linguistics","Total for selected values","Total for selected values","Total for selected values","5",
"2000","Brown University","Science","Linguistics","First Time Students","Total for selected values","Total for selected values","5",
"2000","Brown University","Science","Linguistics","First Time Students","Full Time","Total for selected values","5",
"2000","Brown University","Science","Linguistics","First Time Students","Full Time","Female","3",
"2000","Brown University","Science","Linguistics","First Time Students","Full Time","Male","2",
"2000","Brown University","Science","Mathematics and applied mathematics","Total for selected values","Total for selected values","Total for selected values","20",
"2000","Brown University","Science","Mathematics and applied mathematics","First Time Students","Total for selected values","Total for selected values","20",
"2000","Brown University","Science","Mathematics and applied mathematics","First Time Students","Full Time","Total for selected values","20",
"2000","Brown University","Science","Mathematics and applied mathematics","First Time Students","Full Time","Female","3",
"2000","Brown University","Science","Mathematics and applied mathematics","First Time Students","Full Time","Male","17",
"2000","Brown University","Science","Physics","Total for selected values","Total for selected values","Total for selected values","15",
"2000","Brown University","Science","Physics","First Time Students","Total for selected values","Total for selected values","15",
"2000","Brown University","Science","Physics","First Time Students","Full Time","Total for selected values","15",
"2000","Brown University","Science","Physics","First Time Students","Full Time","Female","3",
"2000","Brown University","Science","Physics","First Time Students","Full Time","Male","12",
"2000","Brown University","Science","Political science and government","Total for selected values","Total for selected values","Total for selected values","5",
"2000","Brown University","Science","Political science and government","First Time Students","Total for selected values","Total for selected values","5",
"2000","Brown University","Science","Political science and government","First Time Students","Full Time","Total for selected values","5",
"2000","Brown University","Science","Political science and government","First Time Students","Full Time","Female","3",
"2000","Brown University","Science","Political science and government","First Time Students","Full Time","Male","2",
"2000","Brown University","Science","Psychology, general","Total for selected values","Total for selected values","Total for selected values","5",
"2000","Brown University","Science","Psychology, general","First Time Students","Total for selected values","Total for selected values","5",
"2000","Brown University","Science","Psychology, general","First Time Students","Full Time","Total for selected values","5",
"2000","Brown University","Science","Psychology, general","First Time Students","Full Time","Female","3",
"2000","Brown University","Science","Psychology, general","First Time Students","Full Time","Male","2",
"2000","Brown University","Science","Sociology","Total for selected values","Total for selected values","Total for selected values","11",
"2000","Brown University","Science","Sociology","First Time Students","Total for selected values","Total for selected values","11",
"2000","Brown University","Science","Sociology","First Time Students","Full Time","Total for selected values","11",
"2000","Brown University","Science","Sociology","First Time Students","Full Time","Female","8",
"2000","Brown University","Science","Sociology","First Time Students","Full Time","Male","3",
"2000","Brown University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","21",
"2000","Brown University","Engineering","Engineering not elsewhere classified","Total for selected values","Total for selected values","Total for selected values","21",
"2000","Brown University","Engineering","Engineering not elsewhere classified","First Time Students","Total for selected values","Total for selected values","21",
"2000","Brown University","Engineering","Engineering not elsewhere classified","First Time Students","Full Time","Total for selected values","21",
"2000","Brown University","Engineering","Engineering not elsewhere classified","First Time Students","Full Time","Female","3",
"2000","Brown University","Engineering","Engineering not elsewhere classified","First Time Students","Full Time","Male","18",
"2000","Columbia Univ in the City of New York","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","580",
"2000","Columbia Univ in the City of New York","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","390",
"2000","Columbia Univ in the City of New York","Science","Anatomy","Total for selected values","Total for selected values","Total for selected values","2",
"2000","Columbia Univ in the City of New York","Science","Anatomy","First Time Students","Total for selected values","Total for selected values","2",
"2000","Columbia Univ in the City of New York","Science","Anatomy","First Time Students","Full Time","Total for selected values","2",
"2000","Columbia Univ in the City of New York","Science","Anatomy","First Time Students","Full Time","Female","1",
"2000","Columbia Univ in the City of New York","Science","Anatomy","First Time Students","Full Time","Male","1",
"2000","Columbia Univ in the City of New York","Science","Anthropology","Total for selected values","Total for selected values","Total for selected values","42",
"2000","Columbia Univ in the City of New York","Science","Anthropology","First Time Students","Total for selected values","Total for selected values","42",
"2000","Columbia Univ in the City of New York","Science","Anthropology","First Time Students","Full Time","Total for selected values","42",
"2000","Columbia Univ in the City of New York","Science","Anthropology","First Time Students","Full Time","Female","24",
"2000","Columbia Univ in the City of New York","Science","Anthropology","First Time Students","Full Time","Male","18",
"2000","Columbia Univ in the City of New York","Science","Astronomy and astrophysics","Total for selected values","Total for selected values","Total for selected values","3",
"2000","Columbia Univ in the City of New York","Science","Astronomy and astrophysics","First Time Students","Total for selected values","Total for selected values","3",
"2000","Columbia Univ in the City of New York","Science","Astronomy and astrophysics","First Time Students","Full Time","Total for selected values","3",
"2000","Columbia Univ in the City of New York","Science","Astronomy and astrophysics","First Time Students","Full Time","Female","1",
"2000","Columbia Univ in the City of New York","Science","Astronomy and astrophysics","First Time Students","Full Time","Male","2",
"2000","Columbia Univ in the City of New York","Science","Biochemistry","Total for selected values","Total for selected values","Total for selected values","9",
"2000","Columbia Univ in the City of New York","Science","Biochemistry","First Time Students","Total for selected values","Total for selected values","9",
"2000","Columbia Univ in the City of New York","Science","Biochemistry","First Time Students","Full Time","Total for selected values","9",
"2000","Columbia Univ in the City of New York","Science","Biochemistry","First Time Students","Full Time","Female","4",
"2000","Columbia Univ in the City of New York","Science","Biochemistry","First Time Students","Full Time","Male","5",
"2000","Columbia Univ in the City of New York","Science","Biology","Total for selected values","Total for selected values","Total for selected values","21",
"2000","Columbia Univ in the City of New York","Science","Biology","First Time Students","Total for selected values","Total for selected values","21",
"2000","Columbia Univ in the City of New York","Science","Biology","First Time Students","Full Time","Total for selected values","21",
"2000","Columbia Univ in the City of New York","Science","Biology","First Time Students","Full Time","Female","9",
"2000","Columbia Univ in the City of New York","Science","Biology","First Time Students","Full Time","Male","12",
"2000","Columbia Univ in the City of New York","Science","Biometry and epidemiology","Total for selected values","Total for selected values","Total for selected values","5",
"2000","Columbia Univ in the City of New York","Science","Biometry and epidemiology","First Time Students","Total for selected values","Total for selected values","5",
"2000","Columbia Univ in the City of New York","Science","Biometry and epidemiology","First Time Students","Full Time","Total for selected values","5",
"2000","Columbia Univ in the City of New York","Science","Biometry and epidemiology","First Time Students","Full Time","Female","5",
"2000","Columbia Univ in the City of New York","Science","Chemistry","Total for selected values","Total for selected values","Total for selected values","25",
"2000","Columbia Univ in the City of New York","Science","Chemistry","First Time Students","Total for selected values","Total for selected values","25",
"2000","Columbia Univ in the City of New York","Science","Chemistry","First Time Students","Full Time","Total for selected values","25",
"2000","Columbia Univ in the City of New York","Science","Chemistry","First Time Students","Full Time","Female","5",
"2000","Columbia Univ in the City of New York","Science","Chemistry","First Time Students","Full Time","Male","20",
"2000","Columbia Univ in the City of New York","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","75",
"2000","Columbia Univ in the City of New York","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","75",
"2000","Columbia Univ in the City of New York","Science","Computer sciences","First Time Students","Full Time","Total for selected values","75",
"2000","Columbia Univ in the City of New York","Science","Computer sciences","First Time Students","Full Time","Female","11",
"2000","Columbia Univ in the City of New York","Science","Computer sciences","First Time Students","Full Time","Male","64",
"2000","Columbia Univ in the City of New York","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","Total for selected values","Total for selected values","Total for selected values","12",
"2000","Columbia Univ in the City of New York","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Total for selected values","Total for selected values","12",
"2000","Columbia Univ in the City of New York","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Full Time","Total for selected values","12",
"2000","Columbia Univ in the City of New York","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Full Time","Female","5",
"2000","Columbia Univ in the City of New York","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Full Time","Male","7",
"2000","Columbia Univ in the City of New York","Science","Economics (except agricultural)","Total for selected values","Total for selected values","Total for selected values","15",
"2000","Columbia Univ in the City of New York","Science","Economics (except agricultural)","First Time Students","Total for selected values","Total for selected values","15",
"2000","Columbia Univ in the City of New York","Science","Economics (except agricultural)","First Time Students","Full Time","Total for selected values","15",
"2000","Columbia Univ in the City of New York","Science","Economics (except agricultural)","First Time Students","Full Time","Female","5",
"2000","Columbia Univ in the City of New York","Science","Economics (except agricultural)","First Time Students","Full Time","Male","10",
"2000","Columbia Univ in the City of New York","Science","Genetics","Total for selected values","Total for selected values","Total for selected values","9",
"2000","Columbia Univ in the City of New York","Science","Genetics","First Time Students","Total for selected values","Total for selected values","9",
"2000","Columbia Univ in the City of New York","Science","Genetics","First Time Students","Full Time","Total for selected values","9",
"2000","Columbia Univ in the City of New York","Science","Genetics","First Time Students","Full Time","Female","4",
"2000","Columbia Univ in the City of New York","Science","Genetics","First Time Students","Full Time","Male","5",
"2000","Columbia Univ in the City of New York","Science","Geosciences","Total for selected values","Total for selected values","Total for selected values","15",
"2000","Columbia Univ in the City of New York","Science","Geosciences","First Time Students","Total for selected values","Total for selected values","15",
"2000","Columbia Univ in the City of New York","Science","Geosciences","First Time Students","Full Time","Total for selected values","15",
"2000","Columbia Univ in the City of New York","Science","Geosciences","First Time Students","Full Time","Female","11",
"2000","Columbia Univ in the City of New York","Science","Geosciences","First Time Students","Full Time","Male","4",
"2000","Columbia Univ in the City of New York","Science","Mathematics and applied mathematics","Total for selected values","Total for selected values","Total for selected values","28",
"2000","Columbia Univ in the City of New York","Science","Mathematics and applied mathematics","First Time Students","Total for selected values","Total for selected values","28",
"2000","Columbia Univ in the City of New York","Science","Mathematics and applied mathematics","First Time Students","Full Time","Total for selected values","28",
"2000","Columbia Univ in the City of New York","Science","Mathematics and applied mathematics","First Time Students","Full Time","Female","6",
"2000","Columbia Univ in the City of New York","Science","Mathematics and applied mathematics","First Time Students","Full Time","Male","22",
"2000","Columbia Univ in the City of New York","Science","Microbiology, immunology, and virology","Total for selected values","Total for selected values","Total for selected values","4",
"2000","Columbia Univ in the City of New York","Science","Microbiology, immunology, and virology","First Time Students","Total for selected values","Total for selected values","4",
"2000","Columbia Univ in the City of New York","Science","Microbiology, immunology, and virology","First Time Students","Full Time","Total for selected values","4",
"2000","Columbia Univ in the City of New York","Science","Microbiology, immunology, and virology","First Time Students","Full Time","Female","2",
"2000","Columbia Univ in the City of New York","Science","Microbiology, immunology, and virology","First Time Students","Full Time","Male","2",
"2000","Columbia Univ in the City of New York","Science","Nutrition","Total for selected values","Total for selected values","Total for selected values","7",
"2000","Columbia Univ in the City of New York","Science","Nutrition","First Time Students","Total for selected values","Total for selected values","7",
"2000","Columbia Univ in the City of New York","Science","Nutrition","First Time Students","Full Time","Total for selected values","7",
"2000","Columbia Univ in the City of New York","Science","Nutrition","First Time Students","Full Time","Female","7",
"2000","Columbia Univ in the City of New York","Science","Pharmacology and toxicology","Total for selected values","Total for selected values","Total for selected values","3",
"2000","Columbia Univ in the City of New York","Science","Pharmacology and toxicology","First Time Students","Total for selected values","Total for selected values","3",
"2000","Columbia Univ in the City of New York","Science","Pharmacology and toxicology","First Time Students","Full Time","Total for selected values","3",
"2000","Columbia Univ in the City of New York","Science","Pharmacology and toxicology","First Time Students","Full Time","Female","1",
"2000","Columbia Univ in the City of New York","Science","Pharmacology and toxicology","First Time Students","Full Time","Male","2",
"2000","Columbia Univ in the City of New York","Science","Physics","Total for selected values","Total for selected values","Total for selected values","18",
"2000","Columbia Univ in the City of New York","Science","Physics","First Time Students","Total for selected values","Total for selected values","18",
"2000","Columbia Univ in the City of New York","Science","Physics","First Time Students","Full Time","Total for selected values","18",
"2000","Columbia Univ in the City of New York","Science","Physics","First Time Students","Full Time","Female","6",
"2000","Columbia Univ in the City of New York","Science","Physics","First Time Students","Full Time","Male","12",
"2000","Columbia Univ in the City of New York","Science","Physiology","Total for selected values","Total for selected values","Total for selected values","2",
"2000","Columbia Univ in the City of New York","Science","Physiology","First Time Students","Total for selected values","Total for selected values","2",
"2000","Columbia Univ in the City of New York","Science","Physiology","First Time Students","Full Time","Total for selected values","2",
"2000","Columbia Univ in the City of New York","Science","Physiology","First Time Students","Full Time","Female","2",
"2000","Columbia Univ in the City of New York","Science","Political science and government","Total for selected values","Total for selected values","Total for selected values","40",
"2000","Columbia Univ in the City of New York","Science","Political science and government","First Time Students","Total for selected values","Total for selected values","40",
"2000","Columbia Univ in the City of New York","Science","Political science and government","First Time Students","Full Time","Total for selected values","40",
"2000","Columbia Univ in the City of New York","Science","Political science and government","First Time Students","Full Time","Female","18",
"2000","Columbia Univ in the City of New York","Science","Political science and government","First Time Students","Full Time","Male","22",
"2000","Columbia Univ in the City of New York","Science","Social sciences not elsewhere classified","Total for selected values","Total for selected values","Total for selected values","21",
"2000","Columbia Univ in the City of New York","Science","Social sciences not elsewhere classified","First Time Students","Total for selected values","Total for selected values","21",
"2000","Columbia Univ in the City of New York","Science","Social sciences not elsewhere classified","First Time Students","Full Time","Total for selected values","21",
"2000","Columbia Univ in the City of New York","Science","Social sciences not elsewhere classified","First Time Students","Full Time","Female","14",
"2000","Columbia Univ in the City of New York","Science","Social sciences not elsewhere classified","First Time Students","Full Time","Male","7",
"2000","Columbia Univ in the City of New York","Science","Sociology","Total for selected values","Total for selected values","Total for selected values","16",
"2000","Columbia Univ in the City of New York","Science","Sociology","First Time Students","Total for selected values","Total for selected values","16",
"2000","Columbia Univ in the City of New York","Science","Sociology","First Time Students","Full Time","Total for selected values","16",
"2000","Columbia Univ in the City of New York","Science","Sociology","First Time Students","Full Time","Female","12",
"2000","Columbia Univ in the City of New York","Science","Sociology","First Time Students","Full Time","Male","4",
"2000","Columbia Univ in the City of New York","Science","Statistics","Total for selected values","Total for selected values","Total for selected values","18",
"2000","Columbia Univ in the City of New York","Science","Statistics","First Time Students","Total for selected values","Total for selected values","18",
"2000","Columbia Univ in the City of New York","Science","Statistics","First Time Students","Full Time","Total for selected values","18",
"2000","Columbia Univ in the City of New York","Science","Statistics","First Time Students","Full Time","Female","11",
"2000","Columbia Univ in the City of New York","Science","Statistics","First Time Students","Full Time","Male","7",
"2000","Columbia Univ in the City of New York","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","190",
"2000","Columbia Univ in the City of New York","Engineering","Civil engineering","Total for selected values","Total for selected values","Total for selected values","18",
"2000","Columbia Univ in the City of New York","Engineering","Civil engineering","First Time Students","Total for selected values","Total for selected values","18",
"2000","Columbia Univ in the City of New York","Engineering","Civil engineering","First Time Students","Full Time","Total for selected values","18",
"2000","Columbia Univ in the City of New York","Engineering","Civil engineering","First Time Students","Full Time","Female","5",
"2000","Columbia Univ in the City of New York","Engineering","Civil engineering","First Time Students","Full Time","Male","13",
"2000","Columbia Univ in the City of New York","Engineering","Electrical engineering","Total for selected values","Total for selected values","Total for selected values","58",
"2000","Columbia Univ in the City of New York","Engineering","Electrical engineering","First Time Students","Total for selected values","Total for selected values","58",
"2000","Columbia Univ in the City of New York","Engineering","Electrical engineering","First Time Students","Full Time","Total for selected values","58",
"2000","Columbia Univ in the City of New York","Engineering","Electrical engineering","First Time Students","Full Time","Female","6",
"2000","Columbia Univ in the City of New York","Engineering","Electrical engineering","First Time Students","Full Time","Male","52",
"2000","Columbia Univ in the City of New York","Engineering","Engineering science, mechanics, and physics","Total for selected values","Total for selected values","Total for selected values","17",
"2000","Columbia Univ in the City of New York","Engineering","Engineering science, mechanics, and physics","First Time Students","Total for selected values","Total for selected values","17",
"2000","Columbia Univ in the City of New York","Engineering","Engineering science, mechanics, and physics","First Time Students","Full Time","Total for selected values","17",
"2000","Columbia Univ in the City of New York","Engineering","Engineering science, mechanics, and physics","First Time Students","Full Time","Female","7",
"2000","Columbia Univ in the City of New York","Engineering","Engineering science, mechanics, and physics","First Time Students","Full Time","Male","10",
"2000","Columbia Univ in the City of New York","Engineering","Industrial and manufacturing engineering","Total for selected values","Total for selected values","Total for selected values","89",
"2000","Columbia Univ in the City of New York","Engineering","Industrial and manufacturing engineering","First Time Students","Total for selected values","Total for selected values","89",
"2000","Columbia Univ in the City of New York","Engineering","Industrial and manufacturing engineering","First Time Students","Full Time","Total for selected values","89",
"2000","Columbia Univ in the City of New York","Engineering","Industrial and manufacturing engineering","First Time Students","Full Time","Female","30",
"2000","Columbia Univ in the City of New York","Engineering","Industrial and manufacturing engineering","First Time Students","Full Time","Male","59",
"2000","Columbia Univ in the City of New York","Engineering","Mechanical engineering","Total for selected values","Total for selected values","Total for selected values","8",
"2000","Columbia Univ in the City of New York","Engineering","Mechanical engineering","First Time Students","Total for selected values","Total for selected values","8",
"2000","Columbia Univ in the City of New York","Engineering","Mechanical engineering","First Time Students","Full Time","Total for selected values","8",
"2000","Columbia Univ in the City of New York","Engineering","Mechanical engineering","First Time Students","Full Time","Female","2",
"2000","Columbia Univ in the City of New York","Engineering","Mechanical engineering","First Time Students","Full Time","Male","6",
"2000","Cornell University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","1,059",
"2000","Cornell University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","757",
"2000","Cornell University","Science","Agricultural economics","Total for selected values","Total for selected values","Total for selected values","21",
"2000","Cornell University","Science","Agricultural economics","First Time Students","Total for selected values","Total for selected values","21",
"2000","Cornell University","Science","Agricultural economics","First Time Students","Full Time","Total for selected values","21",
"2000","Cornell University","Science","Agricultural economics","First Time Students","Full Time","Female","9",
"2000","Cornell University","Science","Agricultural economics","First Time Students","Full Time","Male","12",
"2000","Cornell University","Science","Agricultural sciences","Total for selected values","Total for selected values","Total for selected values","43",
"2000","Cornell University","Science","Agricultural sciences","First Time Students","Total for selected values","Total for selected values","43",
"2000","Cornell University","Science","Agricultural sciences","First Time Students","Full Time","Total for selected values","43",
"2000","Cornell University","Science","Agricultural sciences","First Time Students","Full Time","Female","19",
"2000","Cornell University","Science","Agricultural sciences","First Time Students","Full Time","Male","24",
"2000","Cornell University","Science","Anthropology","Total for selected values","Total for selected values","Total for selected values","6",
"2000","Cornell University","Science","Anthropology","First Time Students","Total for selected values","Total for selected values","6",
"2000","Cornell University","Science","Anthropology","First Time Students","Full Time","Total for selected values","6",
"2000","Cornell University","Science","Anthropology","First Time Students","Full Time","Female","5",
"2000","Cornell University","Science","Anthropology","First Time Students","Full Time","Male","1",
"2000","Cornell University","Science","Astronomy and astrophysics","Total for selected values","Total for selected values","Total for selected values","6",
"2000","Cornell University","Science","Astronomy and astrophysics","First Time Students","Total for selected values","Total for selected values","6",
"2000","Cornell University","Science","Astronomy and astrophysics","First Time Students","Full Time","Total for selected values","6",
"2000","Cornell University","Science","Astronomy and astrophysics","First Time Students","Full Time","Female","2",
"2000","Cornell University","Science","Astronomy and astrophysics","First Time Students","Full Time","Male","4",
"2000","Cornell University","Science","Biochemistry","Total for selected values","Total for selected values","Total for selected values","12",
"2000","Cornell University","Science","Biochemistry","First Time Students","Total for selected values","Total for selected values","12",
"2000","Cornell University","Science","Biochemistry","First Time Students","Full Time","Total for selected values","12",
"2000","Cornell University","Science","Biochemistry","First Time Students","Full Time","Female","5",
"2000","Cornell University","Science","Biochemistry","First Time Students","Full Time","Male","7",
"2000","Cornell University","Science","Biometry and epidemiology","Total for selected values","Total for selected values","Total for selected values","1",
"2000","Cornell University","Science","Biometry and epidemiology","First Time Students","Total for selected values","Total for selected values","1",
"2000","Cornell University","Science","Biometry and epidemiology","First Time Students","Full Time","Total for selected values","1",
"2000","Cornell University","Science","Biometry and epidemiology","First Time Students","Full Time","Female","1",
"2000","Cornell University","Science","Biosciences not elsewhere classified","Total for selected values","Total for selected values","Total for selected values","5",
"2000","Cornell University","Science","Biosciences not elsewhere classified","First Time Students","Total for selected values","Total for selected values","5",
"2000","Cornell University","Science","Biosciences not elsewhere classified","First Time Students","Full Time","Total for selected values","5",
"2000","Cornell University","Science","Biosciences not elsewhere classified","First Time Students","Full Time","Female","2",
"2000","Cornell University","Science","Biosciences not elsewhere classified","First Time Students","Full Time","Male","3",
"2000","Cornell University","Science","Botany and plant biology","Total for selected values","Total for selected values","Total for selected values","10",
"2000","Cornell University","Science","Botany and plant biology","First Time Students","Total for selected values","Total for selected values","10",
"2000","Cornell University","Science","Botany and plant biology","First Time Students","Full Time","Total for selected values","10",
"2000","Cornell University","Science","Botany and plant biology","First Time Students","Full Time","Female","8",
"2000","Cornell University","Science","Botany and plant biology","First Time Students","Full Time","Male","2",
"2000","Cornell University","Science","Cell and molecular biology","Total for selected values","Total for selected values","Total for selected values","12",
"2000","Cornell University","Science","Cell and molecular biology","First Time Students","Total for selected values","Total for selected values","12",
"2000","Cornell University","Science","Cell and molecular biology","First Time Students","Full Time","Total for selected values","12",
"2000","Cornell University","Science","Cell and molecular biology","First Time Students","Full Time","Female","6",
"2000","Cornell University","Science","Cell and molecular biology","First Time Students","Full Time","Male","6",
"2000","Cornell University","Science","Chemistry","Total for selected values","Total for selected values","Total for selected values","28",
"2000","Cornell University","Science","Chemistry","First Time Students","Total for selected values","Total for selected values","28",
"2000","Cornell University","Science","Chemistry","First Time Students","Full Time","Total for selected values","28",
"2000","Cornell University","Science","Chemistry","First Time Students","Full Time","Female","12",
"2000","Cornell University","Science","Chemistry","First Time Students","Full Time","Male","16",
"2000","Cornell University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","77",
"2000","Cornell University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","77",
"2000","Cornell University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","77",
"2000","Cornell University","Science","Computer sciences","First Time Students","Full Time","Female","16",
"2000","Cornell University","Science","Computer sciences","First Time Students","Full Time","Male","61",
"2000","Cornell University","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","Total for selected values","Total for selected values","Total for selected values","13",
"2000","Cornell University","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Total for selected values","Total for selected values","13",
"2000","Cornell University","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Full Time","Total for selected values","13",
"2000","Cornell University","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Full Time","Female","8",
"2000","Cornell University","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Full Time","Male","5",
"2000","Cornell University","Science","Ecology","Total for selected values","Total for selected values","Total for selected values","13",
"2000","Cornell University","Science","Ecology","First Time Students","Total for selected values","Total for selected values","13",
"2000","Cornell University","Science","Ecology","First Time Students","Full Time","Total for selected values","13",
"2000","Cornell University","Science","Ecology","First Time Students","Full Time","Female","6",
"2000","Cornell University","Science","Ecology","First Time Students","Full Time","Male","7",
"2000","Cornell University","Science","Economics (except agricultural)","Total for selected values","Total for selected values","Total for selected values","27",
"2000","Cornell University","Science","Economics (except agricultural)","First Time Students","Total for selected values","Total for selected values","27",
"2000","Cornell University","Science","Economics (except agricultural)","First Time Students","Full Time","Total for selected values","27",
"2000","Cornell University","Science","Economics (except agricultural)","First Time Students","Full Time","Female","12",
"2000","Cornell University","Science","Economics (except agricultural)","First Time Students","Full Time","Male","15",
"2000","Cornell University","Science","Entomology and parasitology","Total for selected values","Total for selected values","Total for selected values","6",
"2000","Cornell University","Science","Entomology and parasitology","First Time Students","Total for selected values","Total for selected values","6",
"2000","Cornell University","Science","Entomology and parasitology","First Time Students","Full Time","Total for selected values","6",
"2000","Cornell University","Science","Entomology and parasitology","First Time Students","Full Time","Female","3",
"2000","Cornell University","Science","Entomology and parasitology","First Time Students","Full Time","Male","3",
"2000","Cornell University","Science","Genetics","Total for selected values","Total for selected values","Total for selected values","9",
"2000","Cornell University","Science","Genetics","First Time Students","Total for selected values","Total for selected values","9",
"2000","Cornell University","Science","Genetics","First Time Students","Full Time","Total for selected values","9",
"2000","Cornell University","Science","Genetics","First Time Students","Full Time","Female","7",
"2000","Cornell University","Science","Genetics","First Time Students","Full Time","Male","2",
"2000","Cornell University","Science","Geosciences","Total for selected values","Total for selected values","Total for selected values","8",
"2000","Cornell University","Science","Geosciences","First Time Students","Total for selected values","Total for selected values","8",
"2000","Cornell University","Science","Geosciences","First Time Students","Full Time","Total for selected values","8",
"2000","Cornell University","Science","Geosciences","First Time Students","Full Time","Female","4",
"2000","Cornell University","Science","Geosciences","First Time Students","Full Time","Male","4",
"2000","Cornell University","Science","History and philosophy of science","Total for selected values","Total for selected values","Total for selected values","4",
"2000","Cornell University","Science","History and philosophy of science","First Time Students","Total for selected values","Total for selected values","4",
"2000","Cornell University","Science","History and philosophy of science","First Time Students","Full Time","Total for selected values","4",
"2000","Cornell University","Science","History and philosophy of science","First Time Students","Full Time","Female","2",
"2000","Cornell University","Science","History and philosophy of science","First Time Students","Full Time","Male","2",
"2000","Cornell University","Science","Linguistics","Total for selected values","Total for selected values","Total for selected values","5",
"2000","Cornell University","Science","Linguistics","First Time Students","Total for selected values","Total for selected values","5",
"2000","Cornell University","Science","Linguistics","First Time Students","Full Time","Total for selected values","5",
"2000","Cornell University","Science","Linguistics","First Time Students","Full Time","Female","1",
"2000","Cornell University","Science","Linguistics","First Time Students","Full Time","Male","4",
"2000","Cornell University","Science","Mathematics and applied mathematics","Total for selected values","Total for selected values","Total for selected values","96",
"2000","Cornell University","Science","Mathematics and applied mathematics","First Time Students","Total for selected values","Total for selected values","96",
"2000","Cornell University","Science","Mathematics and applied mathematics","First Time Students","Full Time","Total for selected values","96",
"2000","Cornell University","Science","Mathematics and applied mathematics","First Time Students","Full Time","Female","26",
"2000","Cornell University","Science","Mathematics and applied mathematics","First Time Students","Full Time","Male","70",
"2000","Cornell University","Science","Microbiology, immunology, and virology","Total for selected values","Total for selected values","Total for selected values","14",
"2000","Cornell University","Science","Microbiology, immunology, and virology","First Time Students","Total for selected values","Total for selected values","14",
"2000","Cornell University","Science","Microbiology, immunology, and virology","First Time Students","Full Time","Total for selected values","14",
"2000","Cornell University","Science","Microbiology, immunology, and virology","First Time Students","Full Time","Female","7",
"2000","Cornell University","Science","Microbiology, immunology, and virology","First Time Students","Full Time","Male","7",
"2000","Cornell University","Science","Nutrition","Total for selected values","Total for selected values","Total for selected values","36",
"2000","Cornell University","Science","Nutrition","First Time Students","Total for selected values","Total for selected values","36",
"2000","Cornell University","Science","Nutrition","First Time Students","Full Time","Total for selected values","36",
"2000","Cornell University","Science","Nutrition","First Time Students","Full Time","Female","26",
"2000","Cornell University","Science","Nutrition","First Time Students","Full Time","Male","10",
